0x31c5d|0x302a6|1||0
0x10111d7|0x100f4e4|1|LVLI|0
0x10111d7|0x15f199|1||0
0x10111d7|0x16baf5|1||0
0x10111d7|0x16bb35|1||0
0x10111d6|0x166cd9|1||0
0x10111d6|0x17692f|1||0
0x10111d6|0x176930|1||0
0x10111d6|0xc499b|1||0
0x10111d5|0x166cd9|1||0
0x10111d5|0x17692f|1||0
0x10111d5|0x176930|1||0
0x10111d5|0xc499b|1||0
0x10111d4|0x166cd9|1||0
0x10111d4|0x17692f|1||0
0x10111d4|0x176930|1||0
0x10111d4|0xc499b|1||0
0x10111d3|0x166cd9|1||0
0x10111d3|0x17692f|1||0
0x10111d3|0x176930|1||0
0x10111d3|0xc499b|1||0
0x10111d2|0x166cd9|1||0
0x10111d2|0x17692f|1||0
0x10111d2|0x176930|1||0
0x10111d2|0xc499b|1||0
0x10111d1|0x31da3|1||0
0x10111d1|0x645d5|1||0
0x10111d1|0x67341|1||0
0x10111d0|0x31da3|1||0
0x10111d0|0x645d5|1||0
0x10111d0|0x67341|1||0
0x10111cf|0x31da3|1||0
0x10111cf|0x645d5|1||0
0x10111cf|0x67341|1||0
0x10111ce|0x37875|1||0
0x10111ce|0x11ddad|1||0
0x10111ce|0x37872|1||0
0x10111ce|0x176789|1||0
0x10111ce|0x37875|1||0
0x10111ce|0x16bb12|1||0
0x10111cd|0x37875|1||0
0x10111cd|0x11ddad|1||0
0x10111cd|0x37872|1||0
0x10111cd|0x176789|1||0
0x10111cd|0x37875|1||0
0x10111cd|0x16bb12|1||0
0x10111cc|0x37875|1||0
0x10111cc|0x11ddad|1||0
0x10111cc|0x37872|1||0
0x10111cc|0x176789|1||0
0x10111cc|0x37875|1||0
0x10111cc|0x16bb12|1||0
0x10111b1|0x176793|1||0
0x10111b0|0x176793|1||0
0x10111af|0x176793|1||0
0x10111ae|0xe766a|1||0
0x10111ad|0xe766a|1||0
0x10111ac|0xe766a|1||0
0x10111ab|0xe766a|1||0
0x10111aa|0xe766a|1||0
0x101119c|0x645d5|1||0
0x101119c|0xf52b7|1||0
0x101119c|0xce56d|1||0
0x101119b|0x645d5|1||0
0x101119b|0xf52b7|1||0
0x101119b|0xce56d|1||0
0x101119a|0x645d5|1||0
0x101119a|0xf52b7|1||0
0x101119a|0xce56d|1||0
0x1011199|0xf52b7|1||0
0x1011199|0x645d5|1||0
0x1011199|0xce56d|1||0
0x1011198|0xf52b7|1||0
0x1011198|0x645d5|1||0
0x1011198|0xce56d|1||0
0x1011197|0xf52b7|1||0
0x1011197|0x645d5|1||0
0x1011197|0xce56d|1||0
0x1011192|0x10118a4|1|LVLI|0
0x1011192|0x10118a6|1|LVLI|0
0x101118f|0x100f84b|3|MISC|0
0x101118f|0x100f848|3|MISC|0
0x101118f|0x3404b|5||0
0x101118f|0x100bcb5|1|WEAP|0.93
0x101118f|0x100990a|1|ALCH|0
0x101118f|0x10094bb|1|ALCH|0
0x1010e1c|0x100cb7b|1|LVLI|0
0x1010e1c|0x100f84c|1|LVLI|0
0x1010e1c|0x100cb7f|1|LVLI|0
0x1010e1c|0x100cb6d|1|LVLI|0
0x1010e1c|0x100e923|1|LVLI|0
0x1010e1c|0x10117c8|1|LVLI|0
0x1010e1b|0x101188d|1|LVLI|0
0x1010e1b|0x100e922|1|LVLI|0
0x1010e1b|0x100cb7d|1|LVLI|0
0x1010e1b|0x100cb82|1|LVLI|0
0x1010e1b|0x100cb82|1|LVLI|0
0x1010e1a|0x101188c|1|LVLI|0
0x1010e1a|0x10118c0|1|LVLI|0
0x1010e1a|0x10117c9|1|LVLI|0
0x1010e1a|0x10117c5|1|LVLI|0
0x1010e1a|0x16bb7e|1||0
0x1010e1a|0x100b418|1|LVLI|0
0x1010e1a|0x1657fd|1||0
0x1010e1a|0x1607c9|1||0
0x1010e1a|0x10118c4|1|LVLI|0
0x1010def|0xc051c|1||0
0x1010def|0x37872|2||0
0x1010def|0x176789|1||0
0x1010def|0x37872|1||0
0x1010def|0x16bb12|1||0
0x1010def|0x176789|1||0
0x1010def|0x37872|1||0
0x1010def|0x1010df0|1|LVLI|0
0x1010def|0x609f2|1||0
0x1010dee|0x176340|1||0
0x1010dee|0x177faf|1||0
0x1010dee|0x301de|1||0
0x1010dee|0x15441b|1||0
0x1010dee|0x166cef|1||0
0x1010dec|0xfec78|1||0
0x1010dec|0x1657fe|1||0
0x1010dec|0xc051c|1||0
0x1010dec|0x67341|1||0
0x1010de9|0x37872|1||0
0x1010de9|0x122bc8|1||0
0x1010de9|0x842b7|1||0
0x1010de9|0xf9ce2|1||0
0x1010de9|0xc051c|2||0
0x1010de9|0xfec77|1||0
0x1010de7|0x1689eb|1||0
0x1010de7|0x12d508|1||0
0x1010de7|0x1010de8|1|LVLI|0
0x1010de7|0x1010de6|1|LVLI|0
0x1010de7|0x1010de5|1|LVLI|0
0x1010de7|0x100f4a5|1|LVLI|0
0x1010de7|0x100f4a5|1|LVLI|0
0x1010de7|0x100f4a3|1|LVLI|0
0x1010de7|0xf9ce2|1||0
0x1010de7|0xc051c|2||0
0x1010d9c|0x176789|1||0
0x1010d9c|0x37872|1||0
0x1010d9c|0x17b5f5|1||0
0x1010d9c|0x17b605|1||0
0x1010d9c|0x178a06|1||0
0x1010d9c|0x178a05|1||0
0x1010d9c|0x12d508|1||0
0x1010d9c|0x12d508|1||0
0x1010d9c|0x12d508|1||0
0x1010d9c|0x1789f5|1||0
0x1010d9c|0x176901|1||0
0x1010d9c|0x176932|1||0
0x1010d9c|0x17692f|1||0
0x1010d9c|0x1776da|1||0
0x1010d9c|0x1776d7|1||0
0x1010d9c|0x1776d2|1||0
0x1010d9c|0x1776d2|1||0
0x1010d9c|0x1776d3|1||0
0x1010c72|0x1010c75|5|LVLI|0
0x1010c72|0x100fa29|1|LVLI|0
0x1010c72|0x101110a|2|ALCH|0
0x1010c72|0x101103c|3|ALCH|0
0x1010c72|0xc499b|1||0
0x1010c2b|0x645d5|1||0
0x1010c2b|0x3789b|1||0
0x1010c2b|0x100f4a3|1|LVLI|0
0x1010c2b|0x100f4a5|1|LVLI|0
0x1010c2b|0x100f4a3|1|LVLI|0
0x1010c2b|0x3789b|1||0
0x1010c2b|0x16bb35|1||0
0x1010c2b|0x16ba6f|1||0
0x1010c2b|0x16bb9e|1||0
0x1010c2b|0x16c417|1||0
0x1010c2b|0x16501a|1||0
0x1010c2b|0x1270a7|1||0
0x1010c2b|0x1270a7|1||0
0x1010c2b|0x1010c11|1|NOTE|0
0x1010295|0x1010296|1|LVLI|0
0x1010295|0x1010298|1|LVLI|0
0x1010295|0x100cb74|1|LVLI|0
0x1010295|0x100cb6e|1|LVLI|0
0x1010295|0x16bb74|1||0
0x1010295|0x16575b|1||0
0x1010295|0x1657fd|1||0
0x1010295|0x165748|1||0
0x1010295|0x165762|1||0
0x100f8aa|0x100f4a4|1|LVLI|0
0x100f8aa|0x100f4a1|1|LVLI|0
0x100f8aa|0x176328|1||0
0x100f8aa|0x16bb66|1||0
0x100f8aa|0x16bb76|1||0
0x100f82b|0x167148|1||0
0x100f82b|0x31daf|1||0
0x100f82b|0x16bb2a|1||0
0x100f82b|0x8427e|1||0
0x100f82b|0x176347|1||0
0x100f674|0x645d5|1||0
0x100f674|0x3789b|1||0
0x100f674|0x100f4a5|1|LVLI|0
0x100f674|0x100f4a3|1|LVLI|0
0x100f674|0x3789b|1||0
0x100f674|0x16bb9e|1||0
0x100f674|0x16c417|1||0
0x100f674|0x16501a|1||0
0x100f674|0x1270a7|1||0
0x100f674|0x1270a7|1||0
0x100f57f|0x645d5|1||0
0x100f57f|0x3789b|1||0
0x100f57f|0x100f4a3|1|LVLI|0
0x100f57f|0x100f4a5|1|LVLI|0
0x100f57f|0x100f4a3|1|LVLI|0
0x100f57f|0x3789b|1||0
0x100f57f|0x16bb35|1||0
0x100f57f|0x16ba6f|1||0
0x100f57f|0x16bb9e|1||0
0x100f57f|0x16c417|1||0
0x100f57f|0x16501a|1||0
0x100f57f|0x1270a7|1||0
0x100f57f|0x1270a7|1||0
0x100f57f|0x10118c5|1|LVLI|0
0x100f57f|0x1010de6|1|LVLI|0
0x100f57e|0x16bad2|1||0
0x100f57e|0x16bb8b|1||0
0x100f57e|0x100b415|1|LVLI|0
0x100f57e|0x100cb72|1|LVLI|0
0x100f57e|0x100cb79|1|LVLI|0
0x100f57e|0x100cb6a|1|LVLI|0
0x100f57e|0x100cb6b|1|LVLI|0
0x100f57e|0x100cb7c|1|LVLI|0
0x100f57e|0x100cb6c|1|LVLI|0
0x100f57e|0x100cb7e|1|LVLI|0
0x100f57e|0x100cb6d|1|LVLI|0
0x100f57e|0x100cb81|1|LVLI|0
0x100f57d|0x16bb7e|1||0
0x100f57d|0x16bb7e|1||0
0x100f57d|0x16bb7e|1||0
0x100f57d|0x16bb74|1||0
0x100f57d|0x16bb74|1||0
0x100f57d|0x16bb74|1||0
0x100f57d|0x16baa8|1||0
0x100f57d|0x16baa8|1||0
0x100f57d|0x16bab2|1||0
0x100f57d|0x178a10|1||0
0x100f57d|0x16babc|1||0
0x100f57d|0x16babc|1||0
0x100f57d|0x130041|1||0.35
0x100f4e6|0x146af7|1||0
0x100f4e6|0x16bb74|1||0
0x100f4e6|0x16bb76|1||0
0x100f4e6|0x16bad2|1||0
0x100f4e6|0x16bb8b|1||0
0x100f4e6|0x100f4e4|1|LVLI|0
0x100f4e6|0x100f4e5|1|LVLI|0
0x100f4bd|0x37875|1||0
0x100f4bd|0x11ddad|1||0
0x100f4bd|0x37872|1||0
0x100f4bd|0x176789|1||0
0x100f4bd|0x37875|1||0
0x100f4bd|0x16bb12|1||0
0x100f4ad|0x37875|1||0
0x100f4ad|0x389a4|1||0
0x100f4ad|0x645d5|1||0
0x100f4ad|0x1768fe|1||0
0x100f4ad|0x16bb6d|1||0
0x100f4ad|0x176927|1||0
0x100f4a0|0x100f4a2|1|LVLI|0
0x100f4a0|0x16bb67|1||0
0x100f4a0|0x100f4a5|1|LVLI|0
0x100f4a0|0x100f4a1|1|LVLI|0
0x100f4a0|0x16bb50|1||0
0x100f4a0|0x16bb75|1||0
0x100f368|0x1689ea|1||0
0x100f368|0x10118c3|1|LVLI|0
0x100f368|0x31da3|1||0
0x100f368|0x645d5|1||0
0x100f368|0x161408|1||0
0x100f368|0x301df|1||0
0x100f368|0x10118c4|1|LVLI|0
0x100f368|0x6698d|1||0
0x100f368|0x10118c5|1|LVLI|0
0x100f368|0x100dd79|1|WEAP|0.81
0x100f368|0x16badd|4||0
0x100f368|0x100d932|1|NOTE|0
0x100e92e|0x1011893|1|LVLI|0
0x100e92e|0x100cb80|1|LVLI|0
0x100e92e|0x100e922|1|LVLI|0
0x100e92d|0x101188d|1|LVLI|0
0x100e92d|0x100cb78|1|LVLI|0
0x100e92d|0x100cb7f|1|LVLI|0
0x100e92d|0x100cb6c|1|LVLI|0
0x100e92c|0x101188d|1|LVLI|0
0x100e92c|0x100cb77|1|LVLI|0
0x100e92c|0x100cb7d|1|LVLI|0
0x100e92c|0x100cb6c|1|LVLI|0
0x100e92b|0x1011893|1|LVLI|0
0x100e92b|0x100cb81|1|LVLI|0
0x100e92b|0x100e922|1|LVLI|0
0x100e92a|0x100e923|2|LVLI|0
0x100e929|0x100e923|2|LVLI|0
0x100e928|0x100e921|2|LVLI|0
0x100e927|0x100e925|2|LVLI|0
0x100e926|0x100e924|2|LVLI|0
0x100dda7|0x10117c8|1|LVLI|0
0x100dda7|0x22108|21|REFR|0
0x100dda7|0x22107|13|REFR|0
0x100dda7|0xfd582|1||0
0x100dda7|0xfd57f|1||0
0x100dda7|0x5d5f2|1||0
0x100dda7|0x5d7e7|1||0
0x100dda7|0x5d7f9|1||0
0x100dda7|0x56ce9|1||0
0x100dda7|0x56cef|1||0
0x100dda7|0x167143|1||0
0x100dda7|0x167142|1||0
0x100dda7|0x16713b|1||0
0x100dda7|0x167135|1||0
0x100dda7|0x5d7fd|1||0
0x100dda7|0x1670f1|1||0
0x100dda7|0x1670ef|1||0
0x100dda7|0x1670f4|1||0
0x100dda7|0x1670ed|1||0
0x100dda7|0x1670eb|1||0
0x100dda7|0x167138|2||0
0x100dda7|0x167144|2||0
0x100dda7|0x167145|2||0
0x100dda7|0xf|100||0
0x100dda7|0x100b417|200|LVLI|0
0x100dda7|0x100fa2b|1|LVLI|0
0x100dda7|0x100fa2a|1|LVLI|0
0x100dda7|0x100fa29|1|LVLI|0
0x100dda7|0x10108d6|45|LVLI|0
0x100dda7|0x10108d5|50|LVLI|0
0x100dda7|0x100ccf6|4|ALCH|0
0x100dda7|0x100ccf4|3|ALCH|0
0x100dda7|0x10094bb|8|ALCH|0
0x100dda7|0x100ccf5|5|ALCH|0
0x100dda7|0x96c11|25||0
0x100dda7|0x14de2e|15||0
0x100dda7|0x121169|20||0
0x100dda7|0x14de32|10||0
0x100dda7|0x17b5f7|10||0
0x100dda7|0x17b5f8|10||0
0x100dda7|0x17b5f9|10||0
0x100dda7|0xc4999|5||0
0x100dda7|0x1715ee|15||0
0x100dda7|0x1715ef|15||0
0x100dda7|0x1715f0|15||0
0x100d066|0x645d5|1||0
0x100d066|0x389a4|1||0
0x100ccb3|0x176795|1||0
0x100ccb3|0x301de|1||0
0x100ccb3|0x100f4a3|1|LVLI|0
0x100ccb3|0x11ddaf|1||0
0x100ccb3|0x10118bf|1|LVLI|0
0x100ccb3|0x100ccba|1|KEYM|0
0x100ccb3|0x1689eb|1||0
0x100c980|0x11ddaf|1||0
0x100c980|0x11ddb3|1||0
0x100c980|0x11ddae|1||0
0x100c980|0xfec79|1||0
0x100c980|0x10093c4|2|MISC|0
0x100b4ac|0x10119eb|1|LVLI|0
0x100b4ac|0x10119ea|1|LVLI|0
0x100b4ac|0x10119e9|1|LVLI|0
0x100b4ac|0x10119e8|1|LVLI|0
0x100b4ac|0x10119ed|1|LVLI|0
0x100b4ac|0x10119e6|1|LVLI|0
0x100b4ac|0x10119e7|1|LVLI|0
0x100b4ac|0x16bab0|1||0
0x100b4ac|0x16bb60|1||0
0x100b4ac|0x16bace|1||0
0x100b4ac|0x17737d|1||0
0x100b4ac|0x16bb1b|1||0
0x100b4ac|0x176330|1||0
0x100b4ac|0x16bab6|1||0
0x100b4ac|0x16baa6|1||0
0x100b4ac|0x16bb5e|1||0
0x100b4ac|0x1789fd|1||0
0x100b4ac|0x178a06|1||0
0x100b4ac|0x10119e6|1|LVLI|0
0x100b4ac|0x176347|1||0
0x100b4ac|0x176345|1||0
0x100b4ac|0x1689eb|1||0
0x100b1cc|0x14de52|1||0
0x100b1cc|0x14de50|1||0
0x100b1cc|0x645df|1||0
0x100b1cc|0x15ac14|1||0
0x100b1cc|0x14de4d|1||0
0x100b1cc|0x16baa8|1||0
0x100ad9f|0x16bb00|1||0
0x100ad9f|0xe6346|1|REFR|0.45
0x100ad9f|0x1008e1a|1|WEAP|0.65
0x100ad9f|0x1009e6b|25|AMMO|0
0x100ad9f|0x1011112|1|ALCH|0
0x100ad9e|0x100b415|1|LVLI|0
0x100ad9e|0x100b418|30|LVLI|0
0x100ad9e|0x100b417|30|LVLI|0
0x100ad9e|0x100bf1b|30|LVLI|0
0x100ad9d|0x166cd9|1||0
0x100ad9d|0x17692f|1||0
0x100ad9d|0x176932|1||0
0x100ad9d|0x1607b2|1||0
0x100ad9c|0x31da3|1||0
0x100ad9c|0x11ddbc|1||0
0x100ad9c|0x645d5|1||0
0x100ad9c|0xbb78b|1||0
0x100ad9b|0x6698d|1||0
0x100ad9b|0x17633f|1||0
0x100ad9b|0x17633a|1||0
0x100ad9b|0xce358|1||0
0x100ad9b|0xbb78b|1||0
0x100ad9b|0x11ddbb|1||0
0x100ad9b|0x645d5|1||0
0x100ad9a|0x2fe02|1||0
0x100ad9a|0xccf9a|1||0
0x100ad9a|0x10118c8|1|LVLI|0
0x100ad9a|0x10118c9|1|LVLI|0
0x100ad9a|0x10118c3|2|LVLI|0
0x100ad9a|0x176333|1||0
0x100ad9a|0x8427d|1||0
0x100ad9a|0x609f2|1||0
0x100ad9a|0x645d4|1||0
0x100ad9a|0x11ddbb|1||0
0x100ab99|0x101188a|1|LVLI|0
0x100ab99|0xb7e7a|1||0
0x100ab99|0x10118c7|1|LVLI|0
0x100ab99|0x10118c9|1|LVLI|0
0x100ab99|0x10118c3|1|LVLI|0
0x100ab99|0x84287|1||0
0x100ab99|0x609f2|1||0
0x100ab99|0x645d5|1||0
0x100ab99|0x378a1|1||0
0x100ab98|0x10118c8|1|LVLI|0
0x100ab98|0x10118c9|1|LVLI|0
0x100ab98|0x84291|1||0
0x100ab98|0x84295|1||0
0x100ab98|0x609f2|1||0
0x100ab98|0x645d5|1||0
0x100ab98|0xf52b7|1||0
0x100ab97|0x10118c7|1|LVLI|0
0x100ab97|0x84295|1||0
0x100ab97|0x609f2|1||0
0x100ab97|0x645d5|1||0
0x100ab97|0x389a4|1||0
0x100ab96|0x100bf19|1|LVLI|0
0x100ab96|0x378a1|1||0
0x100ab96|0x645d5|1||0
0x100ab96|0x100bf1a|1|LVLI|0
0x100ab96|0x17632c|1||0
0x100ab96|0x16bb74|1||0
0x100ab95|0x7906b|1||0
0x100ab95|0xf52b7|1||0
0x100ab95|0x645d5|1||0
0x100ab95|0x100bf1a|1|LVLI|0
0x100ab95|0x17632e|1||0
0x100ab95|0x16bb75|1||0
0x100ab94|0x100bf18|1|LVLI|0
0x100ab94|0x389a4|1||0
0x100ab94|0x645d5|1||0
0x100ab94|0x100bf1a|1|LVLI|0
0x100ab94|0x16bb76|1||0
0x100ab93|0x38803|1||0
0x100ab93|0x1657fd|1||0
0x100ab93|0x165765|1||0
0x100ab93|0x165762|1||0
0x100ab92|0x165746|1||0
0x100ab92|0x1657fe|1||0
0x100ab91|0x165746|1||0
0x100ab91|0x1657ff|1||0
0x100ab90|0x31da3|1||0
0x100ab90|0x645d5|1||0
0x100ab90|0x67341|1||0
0x100ab8f|0x378a1|1||0
0x100ab8f|0x645d5|1||0
0x100ab8f|0x67341|1||0
0x100ab8e|0xf52b7|1||0
0x100ab8e|0x645d5|1||0
0x100ab8e|0x84291|1||0
0x100ab8d|0x176345|1||0
0x100ab8d|0x17633f|1||0
0x100ab8d|0x645d5|1||0
0x100ab8d|0x161408|1||0
0x100ab8d|0x301df|1||0
0x100ab8d|0x10118c4|1|LVLI|0
0x100ab8d|0x3789b|1||0
0x100ab8d|0x10118c5|1|LVLI|0
0x100ab8d|0x10118c3|1|LVLI|0
0x100ab8d|0x1689ea|1||0
0x100ab8c|0x176347|1||0
0x100ab8c|0x176795|1||0
0x100ab8c|0x301de|1||0
0x100ab8c|0x100f4a5|1|LVLI|0
0x100ab8c|0x11ddaf|1||0
0x100ab8c|0x10118bf|1|LVLI|0
0x100ab8c|0x10118c8|1|LVLI|0
0x100ab8c|0x1689eb|1||0
0x100ab8b|0x176345|1||0
0x100ab8b|0x176796|1||0
0x100ab8b|0x301de|1||0
0x100ab8b|0x11ddb0|1||0
0x100ab8b|0x10118c1|1|LVLI|0
0x100ab8b|0x10118c7|1|LVLI|0
0x100ab8b|0x100f4a5|1|LVLI|0
0x100ab8b|0x1689ec|1||0
0x100ab8a|0x176347|1||0
0x100ab8a|0x8427e|1||0
0x100ab8a|0x16bb2a|1||0
0x100ab8a|0x31daf|1||0
0x100ab89|0x176345|1||0
0x100ab89|0x8426d|1||0
0x100ab89|0x16bb29|1||0
0x100ab89|0x16baed|1||0
0x100ab88|0x176346|1||0
0x100ab88|0x8426d|1||0
0x100ab87|0x100b418|20|LVLI|0
0x100ab87|0x100b417|35|LVLI|0
0x100ab87|0x100bf1b|30|LVLI|0
0x100ab86|0x100b417|20|LVLI|0
0x100ab86|0x100b418|12|LVLI|0
0x100ab86|0x100bf1b|20|LVLI|0
0x100ab85|0x100b418|7|LVLI|0
0x100ab85|0x100bf1b|20|LVLI|0
0x100ab84|0x176793|1||0
0x100ab83|0x17679a|1||0
0x100ab83|0x84287|1||0
0x100ab82|0x176799|1||0
0x100ab82|0x842ab|1||0
0x100ab81|0x166cd9|1||0
0x100ab81|0x17692f|1||0
0x100ab81|0x176930|1||0
0x100ab81|0xc499b|1||0
0x100ab80|0x166cdb|1||0
0x100ab80|0x17692f|1||0
0x100ab80|0x176931|1||0
0x100ab80|0xc499a|1||0
0x100ab7f|0x166cda|1||0
0x100ab7f|0x17692f|1||0
0x100ab7f|0x177faf|1||0
0x100ab7e|0x31da3|1||0
0x100ab7e|0x645d5|1||0
0x100ab7e|0x11ddba|1||0
0x100ab7e|0x16baec|1||0
0x100ab7d|0x31da3|1||0
0x100ab7d|0x645d5|1||0
0x100ab7d|0x11ddbb|1||0
0x100ab7d|0x31daf|1||0
0x100ab7c|0x31da3|1||0
0x100ab7c|0x645d5|1||0
0x100ab7c|0x16baee|1||0
0x100ab7b|0xe766a|1||0
0x100ab7a|0x8427d|1||0
0x100ab79|0x8427c|1||0
0x100ab78|0x100bf1a|1|LVLI|0
0x100ab78|0x100bf19|1|LVLI|0
0x100ab78|0x378a1|1||0
0x100ab78|0x645d5|1||0
0x100ab78|0x16bb00|1||0
0x100ab77|0x100bf1a|1|LVLI|0
0x100ab77|0x7906b|1||0
0x100ab77|0xf52b7|1||0
0x100ab77|0x645d5|1||0
0x100ab77|0xe766a|1||0
0x100ab76|0x100bf1a|1|LVLI|0
0x100ab76|0x100bf18|1|LVLI|0
0x100ab76|0x389a4|1||0
0x100ab76|0x645d5|1||0
0x100ab76|0x8427c|1||0
0x100ab75|0x1607c9|1||0
0x100ab75|0x16bb00|1||0
0x100ab75|0x11ddba|1||0
0x100ab75|0x645d4|1||0
0x100ab74|0x38805|1||0
