0x101134c|0x1009fef|1|0.35
0x100f19d|0x236d8|1|0.9
0x100f19c|0x100f27c|1|0
0x100f19c|0x100f27d|1|0
0x100f19c|0x100f27b|1|0
0x100f19b|0x100f27b|1|0
0x100f19b|0x100f278|1|0
0x100f19b|0x100f27a|1|0
0x100f19b|0x100f279|1|0
0x100f19b|0x96bd9|5|0
0x100f093|0x1011675|1|0
0x100f093|0x100bcb7|1|0.6
0x100f093|0x100cb81|1|0
0x100f093|0x100cb7f|1|0
0x100f093|0x100cb7c|1|0
0x100f093|0x100cb77|1|0
0x100f090|0x100e88c|1|0
0x100f090|0x100cb83|1|0
0x100f090|0x100cb80|1|0
0x100f090|0x100cb7d|1|0
0x100f090|0x100cb7b|1|0
0x100f090|0x100cb77|1|0
0x100f090|0x100f1b8|1|0
0x100f08f|0x100e88c|1|0
0x100f08f|0x100cb83|1|0
0x100f08f|0x100cb80|1|0
0x100f08f|0x100cb7d|1|0
0x100f08f|0x100cb7b|1|0
0x100f08f|0x100cb77|1|0
0x100f08f|0x100f1b9|1|0
0x100f08f|0x100f1bb|1|0
0x100f08e|0x100e88c|1|0
0x100f08e|0x100cb83|1|0
0x100f08e|0x100cb70|1|0
0x100f08e|0x100cb80|1|0
0x100f08e|0x100cb7d|1|0
0x100f08e|0x100cb7b|1|0
0x100f08e|0x100cb77|1|0
0x100f08e|0x100f1bc|1|0
0x100f08e|0x100990a|1|0
0x100f08d|0x100e88c|1|0
0x100f08d|0x100cb83|1|0
0x100f08d|0x100cb80|1|0
0x100f08d|0x100cb7d|1|0
0x100f08d|0x100cb7b|1|0
0x100f08d|0x100cb77|1|0
0x100f08d|0x100f1bd|1|0
0x100f08d|0x100f1c0|1|0
0x100f08c|0x100f1d6|1|0
0x100f08c|0x100f1d5|1|0
0x100f08c|0x100cb81|1|0
0x100f08c|0x100cb7f|1|0
0x100f08c|0x100cb7c|1|0
0x100f08c|0x100cb78|1|0
0x100f08c|0x1011679|1|0
0x100f08b|0x100f1e4|1|0
0x100f08b|0x100da3f|1|0
0x100f08b|0x100cb81|1|0
0x100f08b|0x100cb7f|1|0
0x100f08b|0x100cb7c|1|0
0x100f08b|0x100cb78|1|0
0x100f08a|0x100f1e5|1|0
0x100f08a|0x100cb81|1|0
0x100f08a|0x100cb7f|1|0
0x100f08a|0x100cb7c|1|0
0x100f08a|0x100cb78|1|0
0x100f08a|0x1011679|1|0
0x100f089|0x100f1e5|1|0
0x100f089|0x100cb81|1|0
0x100f089|0x100cb7f|1|0
0x100f089|0x100cb7c|1|0
0x100f089|0x100cb78|1|0
0x100f089|0x1011679|1|0
0x100f088|0x100f1d6|1|0
0x100f088|0x100f1d5|1|0
0x100f088|0x100cb81|1|0
0x100f088|0x100cb7f|1|0
0x100f088|0x100cb7c|1|0
0x100f088|0x100cb78|1|0
0x100f088|0x1011679|1|0
0x100f087|0x100f1e4|1|0
0x100f087|0x100cb81|1|0
0x100f087|0x100cb7f|1|0
0x100f087|0x100cb7c|1|0
0x100f087|0x100cb78|1|0
0x100f087|0x1011679|1|0
0x100f086|0x100e88c|1|0
0x100f086|0x100cb83|1|0
0x100f086|0x100cb80|1|0
0x100f086|0x100cb7d|1|0
0x100f086|0x100cb7b|1|0
0x100f086|0x100cb77|1|0
0x100f086|0x100f1b8|1|0
0x100f085|0x100e88c|1|0
0x100f085|0x100cb83|1|0
0x100f085|0x100cb80|1|0
0x100f085|0x100cb7d|1|0
0x100f085|0x100cb7b|1|0
0x100f085|0x100cb77|1|0
0x100f085|0x100f1bb|1|0
0x100f085|0x100f1b9|1|0
0x100f084|0x100e88c|1|0
0x100f084|0x100cb83|1|0
0x100f084|0x100cb70|1|0
0x100f084|0x100cb80|1|0
0x100f084|0x100cb7d|1|0
0x100f084|0x100cb7b|1|0
0x100f084|0x100cb77|1|0
0x100f084|0x100f1bc|1|0
0x100f084|0x100990a|1|0
0x100f083|0x100e88c|1|0
0x100f083|0x100cb83|1|0
0x100f083|0x100cb80|1|0
0x100f083|0x100cb7d|1|0
0x100f083|0x100cb7b|1|0
0x100f083|0x100cb77|1|0
0x100f083|0x100f1bd|1|0
0x100f083|0x100f1c0|1|0
0x100eeae|0x1011675|1|0
0x100eeae|0x100cb75|1|0
0x100eeae|0x100cb81|1|0
0x100eeae|0x100cb7f|1|0
0x100eeae|0x100cb7c|1|0
0x100eeae|0x100cb77|1|0
0x100ebe3|0x1011679|1|0
0x100ebe3|0x100cb78|1|0
0x100ebe3|0x100cb7c|1|0
0x100ebe3|0x100cb7f|1|0
0x100ebe3|0x100cb81|1|0
0x100ebe3|0x100f1e5|1|0
0x100ebe2|0x1011679|1|0
0x100ebe2|0x100cb78|1|0
0x100ebe2|0x100cb7c|1|0
0x100ebe2|0x100cb7f|1|0
0x100ebe2|0x100cb81|1|0
0x100ebe2|0x100f1d5|1|0
0x100ebe2|0x100f1d6|1|0
0x100ebe1|0x1011679|1|0
0x100ebe1|0x100cb78|1|0
0x100ebe1|0x100cb7c|1|0
0x100ebe1|0x100cb7f|1|0
0x100ebe1|0x100cb81|1|0
0x100ebe1|0x100f1d5|1|0
0x100ebe1|0x100f1d6|1|0
0x100ebe0|0x100cb78|1|0
0x100ebe0|0x100cb7c|1|0
0x100ebe0|0x100cb7f|1|0
0x100ebe0|0x100cb81|1|0
0x100ebe0|0x100da3f|1|0
0x100ebe0|0x100f1e4|1|0
0x100ebdf|0x100cb78|1|0
0x100ebdf|0x100cb7c|1|0
0x100ebdf|0x100cb7f|1|0
0x100ebdf|0x100cb81|1|0
0x100ebdf|0x100da3f|1|0
0x100ebdf|0x100f1e4|1|0
0x100ebde|0x1011679|1|0
0x100ebde|0x100cb78|1|0
0x100ebde|0x100cb7c|1|0
0x100ebde|0x100cb7f|1|0
0x100ebde|0x100cb81|1|0
0x100ebde|0x100f1e5|1|0
0x100ebdd|0x1011679|1|0
0x100ebdd|0x100cb78|1|0
0x100ebdd|0x100cb7c|1|0
0x100ebdd|0x100cb7f|1|0
0x100ebdd|0x100cb81|1|0
0x100ebdd|0x100f1d5|1|0
0x100ebdd|0x100f1d6|1|0
0x100ebdc|0x1011679|1|0
0x100ebdc|0x100cb78|1|0
0x100ebdc|0x100cb7c|1|0
0x100ebdc|0x100cb7f|1|0
0x100ebdc|0x100cb81|1|0
0x100ebdc|0x100f1d5|1|0
0x100ebdc|0x100f1d6|1|0
0x100ebdb|0x1011679|1|0
0x100ebdb|0x100cb78|1|0
0x100ebdb|0x100cb7c|1|0
0x100ebdb|0x100cb7f|1|0
0x100ebdb|0x100cb81|1|0
0x100ebdb|0x100f1e4|1|0
0x100ebda|0x1011679|1|0
0x100ebda|0x100cb78|1|0
0x100ebda|0x100cb7c|1|0
0x100ebda|0x100cb7f|1|0
0x100ebda|0x100cb81|1|0
0x100ebda|0x100f1e4|1|0
0x100ebd9|0x100cb77|1|0
0x100ebd9|0x100cb7c|1|0
0x100ebd9|0x100cb7f|1|0
0x100ebd9|0x100cb81|1|0
0x100ebd9|0x100cb75|1|0
0x100ebd9|0x1011675|1|0
0x100ebd8|0x100cb77|1|0
0x100ebd8|0x100cb7c|1|0
0x100ebd8|0x100cb7f|1|0
0x100ebd8|0x100cb81|1|0
0x100ebd8|0x100cb75|1|0
0x100ebd8|0x1011675|1|0
0x100ebd7|0x100cb77|1|0
0x100ebd7|0x100cb7c|1|0
0x100ebd7|0x100cb7f|1|0
0x100ebd7|0x100cb81|1|0
0x100ebd7|0x100cb75|1|0
0x100ebd7|0x1011675|1|0
0x100ebd6|0x100cb77|1|0
0x100ebd6|0x100cb7c|1|0
0x100ebd6|0x100cb7f|1|0
0x100ebd6|0x100cb81|1|0
0x100ebd6|0x100cb75|1|0
0x100ebd6|0x1011675|1|0
0x100ebd5|0x100cb77|1|0
0x100ebd5|0x100cb7c|1|0
0x100ebd5|0x100cb7f|1|0
0x100ebd5|0x100cb81|1|0
0x100ebd5|0x100cb75|1|0
0x100ebd5|0x1011675|1|0
0x100ebd4|0x1011675|1|0
0x100ebd4|0x100cb75|1|0
0x100ebd4|0x100cb81|1|0
0x100ebd4|0x100cb7f|1|0
0x100ebd4|0x100cb7c|1|0
0x100ebd4|0x100cb77|1|0
0x100ebd3|0x1011675|1|0
0x100ebd3|0x100cb75|1|0
0x100ebd3|0x100cb81|1|0
0x100ebd3|0x100cb7f|1|0
0x100ebd3|0x100cb7c|1|0
0x100ebd3|0x100cb77|1|0
0x100ebd2|0x1011675|1|0
0x100ebd2|0x100cb75|1|0
0x100ebd2|0x100cb81|1|0
0x100ebd2|0x100cb7f|1|0
0x100ebd2|0x100cb7c|1|0
0x100ebd2|0x100cb77|1|0
0x100ebd1|0x1011675|1|0
0x100ebd1|0x100cb75|1|0
0x100ebd1|0x100cb81|1|0
0x100ebd1|0x100cb7f|1|0
0x100ebd1|0x100cb7c|1|0
0x100ebd1|0x100cb77|1|0
0x100ebd0|0x1011675|1|0
0x100ebd0|0x100cb75|1|0
0x100ebd0|0x100cb81|1|0
0x100ebd0|0x100cb7f|1|0
0x100ebd0|0x100cb7c|1|0
0x100ebd0|0x100cb77|1|0
0x100eb83|0x100f1b8|1|0
0x100eb83|0x100cb77|1|0
0x100eb83|0x100cb7b|1|0
0x100eb83|0x100cb7d|1|0
0x100eb83|0x100cb80|1|0
0x100eb83|0x100cb83|1|0
0x100eb83|0x100e88c|1|0
0x100eb82|0x100f1b8|1|0
0x100eb82|0x100cb77|1|0
0x100eb82|0x100cb7b|1|0
0x100eb82|0x100cb7d|1|0
0x100eb82|0x100cb80|1|0
0x100eb82|0x100cb83|1|0
0x100eb82|0x100e88c|1|0
0x100eb81|0x100f1bb|1|0
0x100eb81|0x100f1b9|1|0
0x100eb81|0x100cb77|1|0
0x100eb81|0x100cb7b|1|0
0x100eb81|0x100cb7d|1|0
0x100eb81|0x100cb80|1|0
0x100eb81|0x100cb83|1|0
0x100eb81|0x100e88c|1|0
0x100eb80|0x100f1bb|1|0
0x100eb80|0x100f1b9|1|0
0x100eb80|0x100cb77|1|0
0x100eb80|0x100cb7b|1|0
0x100eb80|0x100cb7d|1|0
0x100eb80|0x100cb80|1|0
0x100eb80|0x100cb83|1|0
0x100eb80|0x100e88c|1|0
0x100eb7f|0x100990a|1|0
0x100eb7f|0x100f1bc|1|0
0x100eb7f|0x100cb77|1|0
0x100eb7f|0x100cb7b|1|0
0x100eb7f|0x100cb7d|1|0
0x100eb7f|0x100cb80|1|0
0x100eb7f|0x100cb70|1|0
0x100eb7f|0x100cb83|1|0
0x100eb7f|0x100e88c|1|0
0x100eb7e|0x100990a|1|0
0x100eb7e|0x100f1bc|1|0
0x100eb7e|0x100cb77|1|0
0x100eb7e|0x100cb7b|1|0
0x100eb7e|0x100cb7d|1|0
0x100eb7e|0x100cb80|1|0
0x100eb7e|0x100cb70|1|0
0x100eb7e|0x100cb83|1|0
0x100eb7e|0x100e88c|1|0
0x100eb7d|0x100f1b8|1|0
0x100eb7d|0x100cb77|1|0
0x100eb7d|0x100cb7b|1|0
0x100eb7d|0x100cb7d|1|0
0x100eb7d|0x100cb80|1|0
0x100eb7d|0x100cb83|1|0
0x100eb7d|0x100e88c|1|0
0x100eb7c|0x100f1b9|1|0
0x100eb7c|0x100f1bb|1|0
0x100eb7c|0x100cb77|1|0
0x100eb7c|0x100cb7b|1|0
0x100eb7c|0x100cb7d|1|0
0x100eb7c|0x100cb80|1|0
0x100eb7c|0x100cb83|1|0
0x100eb7c|0x100e88c|1|0
0x100eb7b|0x100f1b9|1|0
0x100eb7b|0x100f1bb|1|0
0x100eb7b|0x100cb77|1|0
0x100eb7b|0x100cb7b|1|0
0x100eb7b|0x100cb7d|1|0
0x100eb7b|0x100cb80|1|0
0x100eb7b|0x100cb83|1|0
0x100eb7b|0x100e88c|1|0
0x100eb7a|0x100990a|1|0
0x100eb7a|0x100f1bc|1|0
0x100eb7a|0x100cb77|1|0
0x100eb7a|0x100cb7b|1|0
0x100eb7a|0x100cb7d|1|0
0x100eb7a|0x100cb80|1|0
0x100eb7a|0x100cb70|1|0
0x100eb7a|0x100cb83|1|0
0x100eb7a|0x100e88c|1|0
0x100eb79|0x100990a|1|0
0x100eb79|0x100f1bc|1|0
0x100eb79|0x100cb77|1|0
0x100eb79|0x100cb7b|1|0
0x100eb79|0x100cb7d|1|0
0x100eb79|0x100cb80|1|0
0x100eb79|0x100cb70|1|0
0x100eb79|0x100cb83|1|0
0x100eb79|0x100e88c|1|0
0x100eb78|0x100f1c0|1|0
0x100eb78|0x100f1bd|1|0
0x100eb78|0x100cb77|1|0
0x100eb78|0x100cb7b|1|0
0x100eb78|0x100cb7d|1|0
0x100eb78|0x100cb80|1|0
0x100eb78|0x100cb83|1|0
0x100eb78|0x100e88c|1|0
0x100e932|0x1011679|1|0
0x100e932|0x100cb78|1|0
0x100e932|0x100cb7c|1|0
0x100e932|0x100cb7f|1|0
0x100e932|0x100cb81|1|0
0x100e932|0x100f1e5|1|0
0x100e931|0x1011679|1|0
0x100e931|0x100cb78|1|0
0x100e931|0x100cb7c|1|0
0x100e931|0x100cb7f|1|0
0x100e931|0x100cb81|1|0
0x100e931|0x100f1e5|1|0
0x100e887|0x100da3f|1|0
0x100e887|0x100cb74|1|0
0x100e887|0x100cb81|1|0
0x100e887|0x100cb7f|1|0
0x100e887|0x100cb7c|1|0
0x100e887|0x100cb78|1|0
0x100e886|0x100da3f|1|0
0x100e886|0x100cb74|1|0
0x100e886|0x100cb81|1|0
0x100e886|0x100cb7f|1|0
0x100e886|0x100cb7c|1|0
0x100e886|0x100cb78|1|0
0x100da47|0x100da3f|1|0.3
0x100da46|0x100cb77|1|0
0x100da46|0x100cb7c|1|0
0x100da46|0x100cb7f|1|0
0x100da46|0x100cb81|1|0
0x100da46|0x1011675|1|0
0x100b7aa|0x100e6e3|1|0
0x100b7aa|0x100cb78|1|0
0x100b7aa|0x100cb7c|1|0
0x100b7aa|0x100cb7f|1|0
0x100b7aa|0x100cb81|1|0
0x100b7aa|0x100f1d5|1|0
0x100b7aa|0x100f1d6|1|0
0x100b7aa|0x14d2ac|1|0
0x100b7aa|0x1011679|1|0
0x100b7a9|0x100e6e3|1|0
0x100b7a9|0x100cb78|1|0
0x100b7a9|0x100cb7c|1|0
0x100b7a9|0x100cb7f|1|0
0x100b7a9|0x100cb81|1|0
0x100b7a9|0x100f1d5|1|0
0x100b7a9|0x100f1d6|1|0
0x100b7a9|0x14d2ac|1|0
0x100b7a9|0x1011679|1|0
0x100b7a8|0x100f1e4|1|0
0x100b7a8|0x100cb81|1|0
0x100b7a8|0x100cb7f|1|0
0x100b7a8|0x100cb7c|1|0
0x100b7a8|0x100cb78|1|0
0x100b7a8|0x100e6e3|1|0
0x100b7a8|0x1011679|1|0
0x100b7a7|0x100e6e3|1|0
0x100b7a7|0x100cb78|1|0
0x100b7a7|0x100cb7c|1|0
0x100b7a7|0x100cb7f|1|0
0x100b7a7|0x100cb81|1|0
0x100b7a7|0x100f1e4|1|0
0x100b7a7|0x1011679|1|0
0x100b7a6|0x1011679|1|0
0x100b7a6|0x100cb78|1|0
0x100b7a6|0x100cb7c|1|0
0x100b7a6|0x100cb7f|1|0
0x100b7a6|0x100cb81|1|0
0x100b7a6|0x100f1e4|1|0
0x100b7a5|0x100cb78|1|0
0x100b7a5|0x100cb7c|1|0
0x100b7a5|0x100cb7f|1|0
0x100b7a5|0x100cb81|1|0
0x100b7a5|0x100da3f|1|0
0x100b7a5|0x100f1e4|1|0
0x100b5ea|0x100b415|1|0
0x100b4d0|0x100cb6f|1|0
0x100b4d0|0x100cb81|1|0
0x100b4d0|0x100cb7f|1|0
0x100b4d0|0x100cb7c|1|0
0x100b4d0|0x100cb77|1|0
0x100b4d0|0x1009fef|1|0.35
0x100b4cf|0x100cb77|1|0
0x100b4cf|0x100cb7c|1|0
0x100b4cf|0x100cb7f|1|0
0x100b4cf|0x100cb81|1|0
0x100b4cf|0x100cb75|1|0
0x100b4cf|0x1011675|1|0
0x100b4cc|0x1011675|1|0
0x100b4cc|0x100cb6f|1|0
0x100b4cc|0x100cb81|1|0
0x100b4cc|0x100cb7f|1|0
0x100b4cc|0x100cb7c|1|0
0x100b4cc|0x100cb77|1|0
0x100b3dc|0x1011679|1|0
0x100b3dc|0x100cb78|1|0
0x100b3dc|0x100cb7c|1|0
0x100b3dc|0x100cb7f|1|0
0x100b3dc|0x100cb81|1|0
0x100b3dc|0x100f1e5|1|0
0x100b3db|0x1011679|1|0
0x100b3db|0x100cb78|1|0
0x100b3db|0x100cb7c|1|0
0x100b3db|0x100cb7f|1|0
0x100b3db|0x100cb81|1|0
0x100b3db|0x100f1e5|1|0
0x100b3da|0x100cb78|1|0
0x100b3da|0x100cb7c|1|0
0x100b3da|0x100cb7f|1|0
0x100b3da|0x100cb81|1|0
0x100b3da|0x100cb74|1|0
0x100b3da|0x100da3f|1|0
0x100aecd|0x100f1d6|1|0
0x100aecd|0x100f1d5|1|0
0x100aecd|0x100cb81|1|0
0x100aecd|0x100cb7f|1|0
0x100aecd|0x100cb7c|1|0
0x100aecd|0x100cb78|1|0
0x100aecd|0x100bcb4|1|0
0x100aecd|0x1011679|1|0
0x100aecc|0x1011679|1|0
0x100aecc|0x100cb78|1|0
0x100aecc|0x100cb7c|1|0
0x100aecc|0x100cb7f|1|0
0x100aecc|0x100cb81|1|0
0x100aecc|0x100f1e5|1|0
0x100aad7|0x100f1c0|1|0
0x100aad7|0x100f1bd|1|0
0x100aad7|0x100cb77|1|0
0x100aad7|0x100cb7b|1|0
0x100aad7|0x100cb7d|1|0
0x100aad7|0x100cb80|1|0
0x100aad7|0x100cb83|1|0
0x100aad7|0x100e88c|1|0
0x100aad6|0x100990a|1|0
0x100aad6|0x100f1bc|1|0
0x100aad6|0x100cb77|1|0
0x100aad6|0x100cb7b|1|0
0x100aad6|0x100cb7d|1|0
0x100aad6|0x100cb80|1|0
0x100aad6|0x100cb70|1|0
0x100aad6|0x100cb83|1|0
0x100aad6|0x100e88c|1|0
0x100aad5|0x100f1b8|1|0
0x100aad5|0x100cb77|1|0
0x100aad5|0x100cb7b|1|0
0x100aad5|0x100cb7d|1|0
0x100aad5|0x100cb80|1|0
0x100aad5|0x100cb83|1|0
0x100aad5|0x100e88c|1|0
0x100a854|0x100e88c|1|0
0x100a854|0x100cb83|1|0
0x100a854|0x100cb70|1|0
0x100a854|0x100cb80|1|0
0x100a854|0x100cb7d|1|0
0x100a854|0x100cb7b|1|0
0x100a854|0x100cb77|1|0
0x100a854|0x100f1bc|1|0
0x100a854|0x100990a|1|0
0x100a854|0x433c|4|0
0x100a63c|0x100f1b8|1|0
0x100a63c|0x100cb77|1|0
0x100a63c|0x100cb7b|1|0
0x100a63c|0x100cb7d|1|0
0x100a63c|0x100cb80|1|0
0x100a63c|0x100cb83|1|0
0x100a63c|0x100e88c|1|0
0x100a63b|0x100990a|1|0
0x100a63b|0x100f1bc|1|0
0x100a63b|0x100cb77|1|0
0x100a63b|0x100cb7b|1|0
0x100a63b|0x100cb7d|1|0
0x100a63b|0x100cb80|1|0
0x100a63b|0x100cb70|1|0
0x100a63b|0x100cb83|1|0
0x100a63b|0x100e88c|1|0
0x100a63a|0x100f1b9|1|0
0x100a63a|0x100f1bb|1|0
0x100a63a|0x100cb77|1|0
0x100a63a|0x100cb7b|1|0
0x100a63a|0x100cb7d|1|0
0x100a63a|0x100cb80|1|0
0x100a63a|0x100cb83|1|0
0x100a63a|0x100e88c|1|0
0x100a639|0x100f1c0|1|0
0x100a639|0x100f1bd|1|0
0x100a639|0x100cb77|1|0
0x100a639|0x100cb7b|1|0
0x100a639|0x100cb7d|1|0
0x100a639|0x100cb80|1|0
0x100a639|0x100cb83|1|0
0x100a639|0x100e88c|1|0
0x100a4ab|0x100ae2a|1|0
0x100a4ab|0x100996c|1|0.2
0x100a4ab|0x100947b|2|0
0x100a4aa|0x100996c|1|0.25
0x100a4aa|0x100947b|12|0
0x100a4aa|0x100ae29|1|0
0x100a4aa|0x100cb77|1|0
0x100a4aa|0x100cb7a|1|0
0x100a4a9|0x100990a|1|0
0x100a4a9|0x100f1bc|1|0
0x100a4a9|0x100cb77|1|0
0x100a4a9|0x100cb7b|1|0
0x100a4a9|0x100cb7d|1|0
0x100a4a9|0x100cb80|1|0
0x100a4a9|0x100cb70|1|0
0x100a4a9|0x100cb83|1|0
0x100a4a9|0x100e88c|1|0
0x100a4a8|0x100f1b9|1|0
0x100a4a8|0x100f1bb|1|0
0x100a4a8|0x100cb77|1|0
0x100a4a8|0x100cb7b|1|0
0x100a4a8|0x100cb7d|1|0
0x100a4a8|0x100cb80|1|0
0x100a4a8|0x100cb83|1|0
0x100a4a8|0x100e88c|1|0
0x100a4a7|0x100f1b8|1|0
0x100a4a7|0x100cb77|1|0
0x100a4a7|0x100cb7b|1|0
0x100a4a7|0x100cb7d|1|0
0x100a4a7|0x100cb80|1|0
