16779626|20629.3|18098.2|-1434.85|20629.3|18098.2|-1434.85
16779627|24030.7|16129|-1814.93|24030.7|16129|-1814.93
16779631|16364.6|25978.7|-1135.79|16364.6|25978.7|-1135.79
16779632|13556.6|21197.3|-1772.95|13556.6|21197.3|-1772.95
16779634|1003.89|27644|-1542.87|1003.89|27644|-1542.87
16779636|19483.7|13813.9|-2293.67|19483.7|13813.9|-2293.67
16779637|15708.9|17257.3|3744|15708.9|17257.3|3744
16779638|16070.3|13194.6|-303.802|12517.8|13036.2|-2305.99
16779639|11570.9|19723.4|631.216|8234.63|16407.4|-1416.78
16779640|12013.3|16382|518.941|8227.83|12292.5|-1416.78
16779641|8077.64|16324.4|518.941|4132.04|12287.7|-1456
16779642|4088.3|15840.8|-400|56.5845|12295.2|-1542.87
16779643|31811.8|7838.32|-2000|31811.8|7838.32|-2000
16779645|26478.2|9184|-1424|25616|9053.5|-1932.31
16779648|23992.2|11477|-1406.5|21185.9|9602.5|-3328
16779649|24071.4|5176.58|-2944|24071.4|5176.58|-2944
16779650|24533.8|1792.55|-2944|24533.8|1792.55|-2944
16779651|19664|10624|-1408|16448|8864|-2496
16779654|14193.4|29037.4|-1441.86|14193.4|29037.4|-1441.86
16779655|16233.4|10133.4|-192|12675.4|8901.04|-1984
16779658|10014.6|25719.4|-1601.11|10014.6|25719.4|-1601.11
16779659|9736.46|20839.7|-1305.06|8625.81|20506.4|-1337.06
16779660|11945.9|12274.7|311.611|8195.44|8365.7|-1792
16779661|12016|7919.83|-690.465|8748.13|4230.53|-2400
16779662|11587|3420.9|-693.343|9655.02|1123.62|-1846.1
16779663|7600.36|29196.7|-1542.87|7600.36|29196.7|-1542.87
16779664|4930.33|25106.5|-1792|4930.33|25106.5|-1792
16779665|4381.94|22717.9|465.22|4178.5|21714.3|465.22
16779666|8164.89|19825.1|518.941|7529.4|16724.5|-1209.06
16779667|8182.31|12287.3|1224.23|4100.77|8199.01|-2517.88
16779668|8043.84|8176.22|455.185|4099.26|4731.88|-2517.88
16779669|5434.39|1614.22|-1846.1|5434.39|1614.22|-1846.1
16779671|4076.78|24448|2688|964.295|20710.8|465.22
16779672|3179.08|18624|-1814.93|512|17854.1|-3136
16779673|4080.73|12012.3|328.145|115.277|8212.32|-2400
16779674|4085.23|8136.05|455.185|2589.1|4163.35|-2293.22
16779675|3957.11|4053.36|799.387|198.334|14.6055|-2296.35
16815511|31248|9712|-2000|29440|8704|-2032
16779607|22517.7|32972|-2496|22517.7|32972|-2496
16815622|737.585|50164.5|595.223|737.585|50164.5|595.223
16815472|36944|4336|-2000|36944|4336|-2000
16815473|38261.7|1872|-1472|38160|496|-1504
16815491|35991.6|7298.8|-1516|35072|5637.02|-2080
16815507|34336|13856|-2096|34336|13856|-2096
16815508|36663.7|10136.2|-2000|32769.6|9474|-2305.99
16779561|25499.9|-102.299|-2944|24781.4|-2689.09|-3018.92
16779562|22666.7|-702.242|-624.016|21036.1|-3879.07|-2205.48
16779563|23311.8|-4280.15|754.84|21158.8|-6568.88|-710.1
16779564|20467.3|-293.318|-521.819|16960.6|-4038.42|-3039.97
16779565|20428.2|-4141.43|530.75|17091.7|-7278.47|-1547.67
16779566|19213.2|-8688.67|1648|16642.1|-9711.27|544.713
16779567|16183.3|-191.087|1017.26|12305.4|-3862.57|-3018.92
16779568|16197.8|-4117.65|416|12351.3|-7125.2|-1324.5
16779569|16189.2|-8463.96|1902.49|12343|-12018.3|623.933
16779570|12284.3|-108.965|-370.07|8345.73|-4080.17|-2237.25
16779571|12252.4|-4210.56|833.297|8300.86|-8003.09|-1229.25
16779572|11956.1|-8234.92|2389.5|8495.62|-12261.7|-237.085
16779573|7746.38|-621.882|-1162.22|4555.98|-3898.78|-2509.25
16779574|7980.65|-4618.92|769.063|4211.12|-8005.59|-1212.16
16779575|7999.48|-8300.39|1925.38|4178.17|-10930.4|194.915
16779576|8049.68|-12433.7|1981.35|6615.95|-14202.1|1792.74
16779578|4019.29|-4120.51|551.159|12.0039|-8164.82|-1306.02
16779579|3966.11|-8535.5|1972.16|113.341|-11711|-243.752
16779582|4056.85|-12.0244|517.414|14.3317|-4048.97|-2429.8
16790997|9136.38|-12392.8|1243.53|8656.47|-12798.1|1178.92
16815520|20509.2|-8699.34|1970.45|20509.2|-8699.34|1970.45
16815462|42265.2|-2614.24|-750.931|42265.2|-2614.24|-750.931
16815463|41405.7|-7489.98|-1500|41184|-8112|-1504
16815464|41680|-8960|-1504|41680|-8960|-1504
16779515|-6202.75|22886.2|-1160.06|-6202.75|22886.2|-1160.06
16779517|-10078|24416|-186.634|-12206.5|20550.3|-3456
16779518|-15904.1|28744.9|-192|-15904.1|28744.9|-192
16779520|-12.2325|15407.2|-82.4752|-3002.7|12468.4|-1344
16779521|-5114.41|19742.2|320|-8056.59|16704|-1280
16779522|-656|31040|-1344|-656|31040|-1344
16779524|-2360.52|21831.8|-1422.78|-2360.52|21831.8|-1422.78
16779525|-143.902|11843.2|298.393|-4032|8366.35|-4160
16779526|-35.4123|7920.25|-1036.31|-2138.14|6067.81|-2069.2
16779527|-416|3348|-1104|-3707.36|7.57866|-1978.68
16779529|-4935.58|28515.1|-2816|-6378.71|27490|-4288
16779530|-4454.35|16055.5|-314.634|-8172.91|12302.9|-2176
16779531|-4416|12224|-2032|-7592.51|9456|-2496
16779532|-4797.86|7508.14|-2069.2|-7233.83|5367.32|-2079.85
16779533|-4395.7|3743.33|-1547.46|-8054.62|276.122|-2186.1
16779534|-9091.25|26219.2|-1534.28|-9091.25|26219.2|-1534.28
16779535|-8387.18|20419.3|512|-11420.3|16427.3|-1792
16779536|-8448|16195.1|-960|-11904.5|12608|-3280
16779537|-8612.27|12041.5|-2176|-8612.27|12041.5|-2176
16779538|-11456|5248|-2624|-11456|5248|-2624
16779539|-8538.31|3654.15|5.92435|-12253.9|168.723|-2160.74
16779541|-12370.3|22891.5|-1472|-15381.1|20548.4|-2960
16779542|-12338.1|20155|-192|-16224.7|17216.2|-3088
16779545|-12889.1|7245.98|-1497.74|-16077.4|4341.13|-2576
16779546|-12842.7|4013.37|8.67386|-15588.5|306.326|-1261.82
16779548|-17672.2|24439|-1936|-19967.1|22251.3|-2000
16779550|-17131.6|14589.9|-192|-17131.6|14589.9|-192
16779551|-18094.7|10570.2|-192|-19365.2|8272.98|-1280
16779552|-16647.9|8076.31|-207.489|-19619.2|4326.27|-2080
16779553|-16782.6|4059.31|1031.09|-20427.4|676.678|-736
16779556|-20521.1|7861.88|912|-24261.6|5025.42|-1472
16779557|-20775.4|4094.4|557.134|-21845.7|2909.91|480.985
16815532|-21830.5|10026.6|-459.876|-24449.1|8897.41|-1376
16815670|-16864.7|32302.9|-192|-16864.7|32302.9|-192
16815673|-21920|32690.5|-1856|-24145.8|30688|-2368
16815675|-23328|13216|-2496|-23328|13216|-2496
16815678|-24955.3|32654.8|-672|-28268.8|28928|-2256
16815682|-25616|14720|-2448|-25616|14720|-2448
16815683|-24856.2|11578|-272|-27422.9|9195.57|-720
16815686|-28745.6|32730.2|-672|-30101.6|28960|-2368
16779501|-7360|47728|928|-8016|47696|432
16779502|-8736|47632|912|-8736|47632|912
16779514|-13994.3|35253.8|-2239.25|-13994.3|35253.8|-2239.25
16815562|-2336|55216|3456|-2336|55216|3456
16815624|-4097.1|52020.5|3866.77|-4784|51600|3392
16815628|-17680|49408|416|-17680|49408|416
16815629|-18256|48672|544|-18544|45280|-64
16815630|-18948.9|44822.3|-523.976|-18948.9|44822.3|-523.976
16815632|-20624|47872|1072|-21832.5|47410.1|1060
16815669|-19824|34224|-2240|-19824|34224|-2240
16815672|-20941.3|35328|-570.634|-24552.8|32851.8|-2048
16815677|-24634.2|34948.9|-416|-28533.4|32785.8|-1952
16815685|-28865.1|34569.1|-224|-30976.4|33092.5|-1952
16779479|-16.7749|-8.43738|-469.577|-4066.24|-4084.29|-2341.62
16779480|-22.817|-4115.83|969.737|-3860.64|-7660.84|-1250.34
16779481|-56.1271|-8383.8|1479.47|-4068.07|-11934.5|546.915
16779484|-4404.24|-230.408|430.253|-8071.99|-4086.49|-1354.8
16779485|-4217.71|-4117.81|899.33|-8180.33|-8086.68|-1729.35
16779486|-4731.69|-8260.84|898.75|-8187.47|-11980.6|-1713.94
16779487|-4170.29|-12308.8|1350.24|-7426.67|-14069.1|-1705.94
16779488|-8236.69|-28.8477|508.428|-11693.6|-2282.06|-1040
16779489|-8201.93|-4271.67|1077.94|-10483.4|-7981.16|-1713.94
16779490|-8197.2|-8207.97|-239.336|-12002|-12163|-2210.56
16779491|-8765.97|-12858.9|210.697|-8765.97|-12858.9|210.697
16779492|-12310.8|-166.465|1328.57|-15830.3|-3288.33|368
16779493|-12315.1|-5210.88|-239.336|-12608.8|-7577.9|-239.336
16782143|6941.57|7480.47|13682.1|-1470.79|-530.485|12089.1
16780690|4080|4048|14209.3|48.3221|4.66357|12061.7
16780691|4090.72|8144|14464|613.247|4110.55|12180.5
16780692|3456|11178.1|19847.2|492.209|8320|12704
16780693|7904|4094.69|14592|4096|-0.00148316|12096
16780694|8097.93|7616|14208|4096|4099.72|12208
16780695|6928|12000|12352|6928|12000|12352
16780696|9081.33|8165.69|12375.3|8688|5312|12352
16780697|11079.8|11665.8|12481.7|11079.8|11665.8|12481.7
16781558|14167.8|7393.76|18177.7|12359.8|4673.74|11057.7
16783060|11575.8|3232|12288|8672|1665.76|11345.7
16820707|20023.8|7377.7|11633.7|19991.8|4609.7|11505.7
16820712|15809.9|23063.3|13061.9|15809.9|23063.3|13061.9
16820713|16320|18417.8|13025.7|13095.9|17552|12656
16820715|14151.7|465.744|12353.7|14151.7|465.744|12353.7
16820718|8284.37|16626.9|12658.2|8284.37|16626.9|12658.2
16820721|5760|19296|12352|5760|19296|12352
16820723|3120|18848|12368|3120|18848|12368
16821742|16551.8|11569.7|12353.7|16551.8|11569.7|12353.7
16821743|711.991|30577.9|12225.7|711.991|30577.9|12225.7
16780700|2131.25|-4164.96|12288|2131.25|-4164.96|12288
16780701|4000|-87.6579|14080|224|-3396.96|12223.3
16780702|4308.23|-1526.61|12267.5|4308.23|-1526.61|12267.5
16783064|8928|-1616|12256|8928|-1616|12256
16783065|8295.7|-5854.21|12273.7|8295.7|-5854.21|12273.7
16783066|4247.69|-6030.18|12193.7|4247.69|-6030.18|12193.7
16780704|-2608|15232|12000|-2608|15232|12000
16780706|-144.001|3792|14080|-2648.23|384|12288
16783061|-5008|15968|12832|-5136|12896|12295
16783067|-143.995|7219.87|14080|-3784.22|4209.89|13217.7
16820725|-976|16608|12576|-976|16608|12576
16820728|-10488.2|7345.94|14401.7|-10488.2|7345.94|14401.7
16820729|-14296.1|23586|12257.7|-14296.1|23586|12257.7
16820730|-14552.1|14210|12353.7|-14552.1|14210|12353.7
16821745|-11560.1|15858|11681.7|-11560.1|15858|11681.7
16821746|-8664.23|3121.93|12033.7|-8664.23|3121.93|12033.7
16821747|-13720.2|10946|12625.7|-13720.2|10946|12625.7
16821748|-14488.2|6369.98|12081.7|-14488.2|6369.98|12081.7
16780703|-288|-127.999|14080|-1312|-128|12288
16787499|-120.305|-5854.11|12577.7|-3672.3|-5934.14|12017.7
16821744|-1032.35|-11278.1|12288|-1032.35|-11278.1|12288
16781080|1868.88|2262.08|-2048|1423.05|1334.92|-2048
16781079|2900.11|3524.97|-1844.98|972.362|503.513|-2157.53
16782138|5472|6330.18|18949.2|-5787.5|-4645.93|12287.6
16782146|12205.7|3750.75|12288|11872|736|12256
16782150|7553.09|3658.54|20485.6|4222.97|8.96261|12316.8
16782153|2427.06|12000|14016|336|8199.74|12777.3
16782154|4009.38|7841.32|14547.1|28.4138|4136.3|12256
16782167|4000|4086.18|16546.3|22.9589|0|11856
16785952|3935.32|15536|13872|32|13248|12192
16785953|11472|8086.72|13968|8686.75|4144|12544
16820889|24659.5|19252.1|14794.1|24659.5|19252.1|14794.1
16820891|19666.6|12513.5|13536|19666.6|12513.5|13536
16820892|20256.1|3377.54|19732|17482.8|134.093|12288
16820895|22873.9|27965.3|12796.3|22873.9|27965.3|12796.3
16820896|20720|9744|13024|20720|9744|13024
16820897|23622.6|7196.48|12288|23622.6|7196.48|12288
16820900|14864|16400|13456|14864|16400|13456
16820901|14352|9024|14720|14352|9024|14720
16820903|9144.22|16188.1|13421.2|8208|13216|12176
16821628|32480|16336|13280|32480|16336|13280
16821629|29024|12096|14064|29024|12096|14064
16821636|26112|3696|14496|26112|3696|14496
16821641|21200|19056|14320|21200|19056|14320
16821658|13280|13824|13248|13280|13824|13248
16821676|3440|30112|11872|3440|30112|11872
16821401|6512.71|42342.7|17392|5072|41216|16512
16821402|4242.7|40570.1|16559.8|4242.7|40570.1|16559.8
16821412|3408|40592|15968|656|39232|15936
16821227|37344|19536|13440|37344|19536|13440
16821231|39232|1200|12176|39232|1200|12176
16821388|14416|-48368|18904.9|13701.1|-48847.7|18416
16821398|11864.3|-49046.4|18869|11864.3|-49046.4|18869
16821399|11149.1|-49184.3|18478.9|11149.1|-49184.3|18478.9
16821408|7917.44|-48518.7|18646.2|7917.44|-48518.7|18646.2
16821418|2666.6|-51233.1|19683.4|2666.6|-51233.1|19683.4
16782147|11760|-544|14448|10496|-2928|13968
16782151|7872|-41.0093|20570.1|4120|-4032|12270.7
16782152|7842.48|-4226.45|15872|4448|-6080|12800
16782155|3998.54|-13.3712|15072|16.031|-4018.45|12256
16782156|3936|-4111.81|16608|0|-5857.42|12934.6
16783742|15274.8|-800|14720|14864|-1961.91|12288
16783743|13616|-7344|13872|13616|-7344|13872
16783744|8144|-10976|14448|4800|-11344|13552
16783745|2944|-10480|14256|800|-12128|12624
16820899|19936|-3728|13280|19936|-3728|13280
16820905|10880|-10928|12288|10880|-10928|12288
16820906|7651.62|-13734|13894|7651.62|-13734|13894
16820907|7047.69|-16668.2|13456.8|7047.69|-16668.2|13456.8
16820908|7982.72|-22575.6|13252.5|6661.79|-23607.9|12233.8
16820910|1502.47|-16701.9|12624.5|1502.47|-16701.9|12624.5
16821679|16|-12720|12624|16|-12720|12624
16821213|43136|-9232|16371.6|42896|-11144.1|15440
16821214|43104|-14112|16352|42752|-14720|16336
16821215|41648|-18448|16784|41280|-18976|16656
16821218|41912.2|-30259.3|17171.5|41120|-30672|16464
16821232|39072|-3648|12416|39072|-3648|12416
16821235|40656|-16000|15280|40656|-16000|15280
16821236|40521.1|-19380.5|16767.1|40521.1|-19380.5|16767.1
16821237|39980.1|-20857|17539.4|39769.8|-22448|16814.8
16821533|-38619.4|31274.5|15995.9|-38619.4|31274.5|15995.9
16821582|-45300.9|27129.7|16904.2|-48687.9|25417.5|16429.5
16821556|-42928|36160|18160|-43473.8|34534.6|17776.3
16782145|-4848|14195.9|13696|-5083.43|12960|13127.6
16782157|-168.691|11936|13696|-2864|9784.85|13232
16782158|-20.343|7201.19|13344|-4000|4128|12256
16782159|-43.5752|4060.76|15403.1|-4000|24.5578|12272
16782162|-5824|10080|13968|-7840|9280|13696
16782163|-4320|6080|13344|-5024|4128|12704
16782164|-4320|3904|15331.8|-6788.13|38.5118|12704
16783746|-8368|7168|14016|-10352|6080|13200
16783747|-8864|1152|13600|-8864|1152|13600
16820917|-9024|16208|12544|-9024|16208|12544
16820923|-16254|2560|11904|-16254|2560|11904
16820932|-22464|9856|12944|-22464|9856|12944
16820935|-26722.6|4173.9|13755.6|-26722.6|4173.9|13755.6
16821683|-352|30976|11888|-352|30976|11888
16821699|-10384|9120|14048|-10384|9120|14048
16821704|-12304|16272|12944|-12304|16272|12944
16821706|-14544|7648|14480|-15024|5760|13120
16821711|-18384|13072|13136|-18384|13072|13136
16821717|-21584|26560|11824|-21584|26560|11824
16821718|-24576|23616|12176|-24576|23616|12176
16821430|-6592|40944|17406.6|-7881.21|40668.4|17344
16821439|-8592|40688|17392|-12151.4|39889.1|16708.5
16821440|-10507.7|36845.5|14965.9|-11130.9|36748|14953.3
16821449|-12727.1|39075.9|16670.2|-13472.1|38800.9|16643.3
16821450|-14100.5|35977.1|15041.7|-15471.4|35855.2|15009.4
16821460|-17753|40720.9|16285.8|-20079.4|38639.8|15893.5
16821471|-23715.9|40880|18304|-24450.8|37874.7|16023.4
16821484|-24974.9|40950.5|18273|-25623.8|40757.6|18190.6
16821497|-30471|33451.2|16389.4|-30471|33451.2|16389.4
16820941|-35019.4|-11406.1|12204.5|-35019.4|-11406.1|12204.5
16821572|-42624|-30160|11360|-42624|-30160|11360
16821427|-1612.34|-50640.5|19655.9|-2423.24|-51123.5|19501.4
16821436|-7668.4|-50778.9|19300.3|-7668.4|-50778.9|19300.3
16821446|-8272.47|-50173|19271.7|-11973.1|-50894.8|18790.8
16821467|-18564.9|-48480|19396.3|-19437.8|-48547.8|19287.1
16821468|-17530.3|-51350.9|19580|-18539.7|-51747.7|19560.2
16821479|-22467.2|-44304.2|16327.9|-23632|-44400|16240
16782160|-10.9151|-15.9999|17350.4|-4032.93|-4091.03|12599.2
16782161|-31.9937|-4128|16608|-4069.52|-5743.83|13232
16782165|-4103.3|-223.967|18962.5|-7488.06|-4095.96|12960
16782166|-4243.79|-4099.95|15666.5|-7712.03|-7903.93|13696
16783736|-4503.58|-11089.5|12231.4|-8166.52|-11378.9|12139.9
16783737|-14112|-816|14368|-14112|-816|14368
16783739|-1823.77|-10320|14320|-1936|-11717.8|12288
16783740|-8288|-2448|14304|-8288|-2448|14304
16783741|-9312|-6432|13600|-9312|-6432|13600
16820893|-18613|-1229.76|13552|-18613|-1229.76|13552
16820912|-1717.46|-25228.2|13288.2|-1717.46|-25228.2|13288.2
16820913|-4415.7|-14896|13344|-7248|-15973.1|13012.5
16820914|-4897.67|-21352.3|12624.5|-7462.41|-24342.9|12233.8
16820920|-8224|-16688.6|14658.4|-12002.8|-16864|13008
16820921|-10594.6|-26871.9|12233.8|-10594.6|-26871.9|12233.8
16820924|-13843.2|-8263.23|14544.9|-13843.2|-8263.23|14544.9
16820925|-14805.7|-12735.3|12233.8|-14805.7|-12735.3|12233.8
16820926|-15522.1|-19360.4|12288|-15522.1|-19360.4|12288
16820928|-17904|-5744|13696|-17904|-5744|13696
16820933|-21757.8|-7692.71|13193.4|-21757.8|-7692.71|13193.4
16820936|-27738|-5522.79|13755.6|-27738|-5522.79|13755.6
16820938|-26896|-20384|9536|-26896|-20384|9536
16820939|-26256|-24624|13840|-27840|-28400|13840
16820940|-32371.1|-14345.5|11996.7|-32371.1|-14345.5|11996.7
16821504|-29424|-32160|13840|-29424|-32160|13840
16821686|-4048|-12336|14112|-4048|-12336|14112
16782139|14243.9|7264.26|14193.6|3952|-2309.16|12281.5
16782140|8180.81|4064|14362.6|4144|0|11670.4
16782142|4038.62|3904|19814.7|569.217|475.693|12088
16786278|16231.7|4014.72|18381.2|12313.7|160|12284
16786282|11418.4|9136|13435.4|9019.72|8403.61|12992
16786283|11872|8023.55|13866.3|8224|4099.95|11539.3
16786287|12269.7|4066.46|14632|8202.87|0|12171
16786290|4992|10272|12288|4992|10272|12288
16786291|8124.41|6338.84|14424.4|5182.08|4098.43|12272
16786295|1182.54|5133.51|11975.7|1182.54|5133.51|11975.7
16787500|12816|10912|12992|12480|8752|12352
16787501|15942.7|7771.84|15083|12326.6|4160|12356.9
16791578|7584|16176|12576|7136|12528|11856
16792471|20192|7888|12480|17232|5312|11936
16820220|22608|3520|11504|22608|3520|11504
16820942|28880|1600|11600|28880|1600|11600
16820943|25616|18080|12656|25616|18080|12656
16820946|20816|22784|13056|20816|22784|13056
16820947|22384|19024|13024|22384|19024|13024
16820950|19885.7|8406.75|12359.1|19885.7|8406.75|12359.1
16820956|11200|19936|12352|9440|19552|11440
16820958|4656|25568|11824|4656|25568|11824
16820962|3392|14624|13216|848|13952|12832
16782141|4093.53|-320|13346.3|595.24|-3264|12267.3
16786279|14784|-2960|12256|14784|-2960|12256
16786280|15056|-8064|11344|15056|-8064|11344
16786288|11888|-112|14336|8194.77|-2560|12288
16786289|8992|-6624|11760|8992|-6624|11760
16786292|8136.08|-2.86817|14838|4101.05|-3161.95|11391.8
16804774|2799.96|-11201.1|11292.4|2799.96|-11201.1|11292.4
16804777|21408|-2752|12352|21408|-2752|12352
16820221|17952|-544|11344|17952|-544|11344
16820955|12880|-10848|12352|12880|-10848|12352
16786297|-496|12064|12496|-2672|10736|12368
16786298|-152.196|7701.69|17517.9|-3331.44|4680.84|11681.7
16786299|-758.904|1435.88|13144|-758.904|1435.88|13144
16820966|-5528.15|12625.9|11313.7|-5528.15|12625.9|11313.7
16820971|-10592|19760|12256|-10592|19760|12256
16820972|-10888.2|9953.95|12353.7|-10888.2|9953.95|12353.7
16821756|-10728.2|6753.95|12369.7|-10728.2|6753.95|12369.7
16821760|-15688.2|5777.99|12673.7|-15688.2|5777.99|12673.7
16821762|-17064.2|1154|12753.7|-17064.2|1154|12753.7
16804773|-2012.75|-10069|11888|-2012.75|-10069|11888
16821750|-22536.3|-4077.96|12177.7|-22536.3|-4077.96|12177.7
16821751|-30248.3|-2605.9|11345.7|-30248.3|-2605.9|11345.7
16821755|-6548.26|-17622|10020.5|-6548.26|-17622|10020.5
16821758|-11820.4|-2293.91|14143.3|-11880.3|-2302.14|14113.7
16821759|-10664.4|-12238.1|12257.7|-10664.4|-12238.1|12257.7
16821761|-15848.3|-7822.01|12497.7|-15848.3|-7822.01|12497.7
16821764|-19800.3|-5997.98|13057.7|-19800.3|-5997.98|13057.7
16821765|-16488.3|-9678.01|14273.7|-16488.3|-9678.01|14273.7
16819094|3059.86|1850.72|-2041.11|2822.25|1772.01|-2046.96
